Instancia,Viabilidade H,Tempo total (s) H,Tempo medio (s) H,Valor da função objetivo H,Viabilidade MS,Tempo total (s) MS,Tempo medio (s) MS,Valor da função objetivo MS,Viabilidade IG,Tempo total (s) IG,Tempo medio (s) IG,Valor da função objetivo IG,Viabilidade GRASP_VND,Tempo total (s) GRASP_VND,Tempo medio (s) GRASP_VND,Valor da função objetivo GRASP_VND,Viabilidade GRASP_RVND,Tempo total (s) GRASP_RVND,Tempo medio (s) GRASP_RVND,Valor da função objetivo GRASP_RVND,Viabilidade ILS_VND,Tempo total (s) ILS_VND,Tempo medio (s) ILS_VND,Valor da função objetivo ILS_VND,Viabilidade ILS_RVND,Tempo total (s) ILS_RVND,Tempo medio (s) ILS_RVND,Valor da função objetivo ILS_RVND
/instancia_190projetos_10sondas_delta_t14.dat,feasible,0.41776394844055176,0.20888292789459229,174518.71000000002,feasible,47.11156988143921,23.555785536766052,177426.76000000007,feasible,26.991992473602295,13.495996952056885,178456.3300000001,feasible,1015.9441244602203,507.9720628261566,176085.08999999994,feasible,329.3921229839325,164.6960620880127,173614.66,feasible,447.9181442260742,223.95907282829285,162372.14000000013,feasible,307.9010360240936,153.9505182504654,161644.02000000005
/instancia_100projetos_2sondas_delta_t1.dat,feasible,0.01664566993713379,0.008323073387145996,44385.96,feasible,1.7358427047729492,0.8679215908050537,47415.74999999999,feasible,1.6089935302734375,0.8044970035552979,44175.36,feasible,32.23661494255066,16.118307948112488,43479.47,feasible,13.332527875900269,6.666264176368713,45351.84,feasible,11.809441566467285,5.904721736907959,41011.56999999999,feasible,8.676853656768799,4.338427186012268,40323.880000000005
/instancia_190projetos_2sondas_delta_t14.dat,feasible,0.04319500923156738,0.021597862243652344,82097.17000000003,feasible,4.562043190002441,2.2810218334198,88258.12000000001,feasible,4.217649459838867,2.1088250875473022,85526.96,feasible,162.9300091266632,81.46500504016876,82530.0,feasible,94.31680417060852,47.15840291976929,89954.92,feasible,101.42759370803833,50.7137975692749,79834.91999999997,feasible,35.84169244766235,17.920846462249756,79456.93000000001
/instancia_130projetos_2sondas_delta_t28.dat,feasible,0.023719072341918945,0.011859893798828125,52778.46,feasible,2.543511390686035,1.2717559337615967,53575.539999999986,feasible,2.2033982276916504,1.1016994714736938,55774.36,feasible,121.92559933662415,60.96280002593994,52339.35,feasible,77.36091113090515,38.6804563999176,52734.18,feasible,27.932175874710083,13.966088771820068,52674.90999999999,feasible,34.494282960891724,17.24714183807373,55825.159999999996
/instancia_10projetos_10sondas_delta_t14.dat,feasible,0.0029969215393066406,0.0014986991882324219,5651.700000000001,feasible,0.27984070777893066,0.13992094993591309,5651.700000000001,feasible,0.1947476863861084,0.0973740816116333,5229.820000000001,feasible,0.8272421360015869,0.4136216640472412,5651.700000000001,feasible,0.4452531337738037,0.2226274013519287,5651.700000000001,feasible,0.6165704727172852,0.30828607082366943,4794.280000000001,feasible,0.3451876640319824,0.1725940704345703,5651.700000000001
/instancia_10projetos_2sondas_delta_t1.dat,feasible,0.0008535385131835938,0.0004271268844604492,7898.389999999999,feasible,0.12498331069946289,0.06249213218688965,8449.07,feasible,0.113189697265625,0.056595563888549805,8449.07,feasible,0.3679776191711426,0.1839890480041504,7898.389999999999,feasible,0.26143813133239746,0.13071966171264648,7898.39,feasible,0.3199610710144043,0.1599808931350708,8449.07,feasible,0.5375885963439941,0.2687946557998657,7898.389999999999
/instancia_70projetos_2sondas_delta_t1.dat,feasible,0.01211404800415039,0.006057381629943848,43294.37,feasible,1.0549259185791016,0.527463436126709,44712.98,feasible,1.0138306617736816,0.5069156885147095,44229.200000000004,feasible,34.27744150161743,17.138721585273743,43410.950000000004,feasible,27.87534999847412,13.937675714492798,43360.21000000001,feasible,27.57767081260681,13.788836121559143,41449.76999999999,feasible,25.051595449447632,12.525798320770264,44061.520000000004
/instancia_10projetos_10sondas_delta_t28.dat,feasible,0.0058710575103759766,0.002936244010925293,9897.93,feasible,0.45964765548706055,0.22982466220855713,10210.010000000002,feasible,0.40647077560424805,0.20323610305786133,10210.010000000002,feasible,0.6203186511993408,0.31015992164611816,10210.009999999998,feasible,0.8063569068908691,0.4031790494918823,9897.93,feasible,0.7568683624267578,0.37843477725982666,9897.93,feasible,0.7946662902832031,0.39733362197875977,9395.82
/instancia_160projetos_10sondas_delta_t7.dat,feasible,0.29448699951171875,0.14724409580230713,242517.18999999992,feasible,33.8681960105896,16.934098601341248,247753.3799999999,feasible,15.8612961769104,7.930648922920227,256642.29999999996,feasible,1203.7193796634674,601.8596905469894,250870.19999999995,feasible,954.3913962841034,477.1956989765167,244986.08000000002,feasible,573.6505119800568,286.8252567052841,243607.63,feasible,232.16057801246643,116.08028936386108,242887.70999999996
/instancia_160projetos_2sondas_delta_t14.dat,feasible,0.03139805793762207,0.015699267387390137,53211.68,feasible,3.438554525375366,1.7192775011062622,57098.37,feasible,6.481666564941406,3.2408339977264404,58108.33999999999,feasible,221.91501426696777,110.95750772953033,55498.299999999996,feasible,41.83755612373352,20.918778777122498,57610.700000000004,feasible,102.26660323143005,51.133302092552185,56556.03,feasible,36.67833375930786,18.33916747570038,52898.090000000004
/instancia_130projetos_10sondas_delta_t14.dat,feasible,0.17613554000854492,0.08806836605072021,119450.98,feasible,19.566198110580444,9.78309965133667,121615.69000000002,feasible,9.275593280792236,4.637797474861145,121424.77000000005,feasible,355.88428688049316,177.94214367866516,121128.62,feasible,116.30960035324097,58.15480077266693,121294.22000000003,feasible,250.96373081207275,125.48186612129211,120236.78,feasible,164.27300834655762,82.13650488853455,117676.52000000002
/instancia_130projetos_2sondas_delta_t7.dat,feasible,0.051108360290527344,0.025554895401000977,40453.25,feasible,5.703500509262085,2.8517510890960693,44075.93000000001,feasible,5.209644556045532,2.604823112487793,44143.90000000001,feasible,131.08557677268982,65.54278862476349,42763.15999999999,feasible,73.05159902572632,36.52579987049103,40504.42,feasible,77.6444160938263,38.822208404541016,43399.00000000001,feasible,59.14165759086609,29.57082974910736,39290.170000000006
/instancia_10projetos_2sondas_delta_t7.dat,feasible,0.0019075870513916016,0.0009543895721435547,9565.38,feasible,0.17370247840881348,0.08685171604156494,9952.420000000002,feasible,0.12373828887939453,0.06186985969543457,9952.420000000002,feasible,0.4100346565246582,0.2050175666809082,9952.42,feasible,0.22035956382751465,0.11018013954162598,9952.42,feasible,0.4646120071411133,0.23230671882629395,9952.42,feasible,0.4447925090789795,0.2223968505859375,9952.420000000002
/instancia_160projetos_10sondas_delta_t28.dat,feasible,0.29626035690307617,0.14813101291656494,188898.69,feasible,33.94994616508484,16.974973678588867,191487.32,feasible,15.189462184906006,7.59473180770874,193050.50999999995,feasible,1104.6406152248383,552.3203085660934,187758.65,feasible,577.6998834609985,288.849942445755,188932.81,feasible,545.3972632884979,272.6986323595047,178308.70999999996,feasible,341.70050168037415,170.8502515554428,187351.76000000004
