Instancia,Viabilidade,Criterio guloso,Tempo total (s),Tempo medio (s),Valor da função objetivo,MultStart viabilidade,MultStart Tempo total (s),MultStart Tempo medio (s),MultStart Função Objetivo,delta (%)
/instancia_500projetos_2sondas_delta_t7.dat,feasible,duracao,0.6594867706298828,0.3297441005706787,32974.151924189704,feasible,21.878702878952026,10.939351797103882,72965.94015151949,1.2128223439764034
/instancia_500projetos_2sondas_delta_t7.dat,feasible,janela,0.5786168575286865,0.2893092632293701,12768.73596858569,feasible,21.878702878952026,10.939351797103882,72965.94015151949,4.714421563029739
/instancia_10projetos_2sondas_delta_t28.dat,feasible,lucro,0.0013594627380371094,0.0006805658340454102,4692.362863663939,feasible,0.04742622375488281,0.02371346950531006,4692.36286366394,1.938244607670361e-16
/instancia_10projetos_2sondas_delta_t28.dat,feasible,lucro/custo,0.0019419193267822266,0.000971674919128418,4624.320423077038,feasible,0.04742622375488281,0.02371346950531006,4692.36286366394,0.014714041061546074
/instancia_10projetos_2sondas_delta_t28.dat,feasible,lucro/duracao,0.0016410350799560547,0.000821232795715332,4624.320423077038,feasible,0.04742622375488281,0.02371346950531006,4692.36286366394,0.014714041061546074
/instancia_10projetos_2sondas_delta_t28.dat,feasible,custo,0.001201629638671875,0.0006015300750732422,3983.3959808358354,feasible,0.04742622375488281,0.02371346950531006,4692.36286366394,0.177980518692832
/instancia_10projetos_2sondas_delta_t28.dat,feasible,duracao,0.0011444091796875,0.0005729198455810547,3983.3959808358354,feasible,0.04742622375488281,0.02371346950531006,4692.36286366394,0.177980518692832
/instancia_10projetos_2sondas_delta_t28.dat,feasible,janela,0.0012774467468261719,0.0006395578384399414,4692.362863663939,feasible,0.04742622375488281,0.02371346950531006,4692.36286366394,1.938244607670361e-16
/instancia_100projetos_2sondas_delta_t7.dat,feasible,lucro,0.023480653762817383,0.011741161346435547,24428.602330339894,feasible,1.2095279693603516,0.604764461517334,24759.23583253458,0.013534687647031121
/instancia_100projetos_2sondas_delta_t7.dat,feasible,lucro/custo,0.02209639549255371,0.01104891300201416,24735.554850379718,feasible,1.2095279693603516,0.604764461517334,24759.23583253458,0.0009573661192604955
/instancia_100projetos_2sondas_delta_t7.dat,feasible,lucro/duracao,0.02603459358215332,0.013018012046813965,24718.97136668995,feasible,1.2095279693603516,0.604764461517334,24759.23583253458,0.00162888921417208
/instancia_100projetos_2sondas_delta_t7.dat,feasible,custo,0.023795366287231445,0.011898517608642578,20412.284183362553,feasible,1.2095279693603516,0.604764461517334,24759.23583253458,0.2129576293433686
